Manga Title,Tag Name
Kaizou Does What He Wants,"Romance, Comedy, School Life, Slice of Life"
Eternal Love,"Long Strip, Romance, Drama, Web Comic, Slice of Life, Adaptation"
Ibaraki Gojappe Quartet,"Comedy, School Life, Slice of Life"
Insomnia,"Demons, Psychological, Ghosts, Anthology, Horror, Supernatural"
Trinity Blood,"Sci-Fi, Action, Post-Apocalyptic, Gore, Drama, Horror, Fantasy, Vampires, Supernatural, Adaptation"
My Clueless First Friend,"Romance, Comedy, School Life, Slice of Life"
The Collection (Hideshi Hino),"Monsters, Ghosts, Comedy, Anthology, Zombies, Gore, Horror, Supernatural"
Fukumoto Nobuyuki's Selected Oneshot Collections,"Psychological, Anthology, Sports, Drama"
From Black Santa,"Oneshot, Crime, Drama"
Late Valentine,"Oneshot, Romance, Comedy, School Life, Slice of Life"
"Story of Tang Keke - Virtue is not solitary, it always has neighbors","Oneshot, Slice of Life, Music"
SAVING YOU,"Psychological, Long Strip, Romance, Self-Published, Girls' Love, Drama, School Life, Web Comic, Full Color"
The Girl I Like Forgot Her Glasses - pixiv Side Stories,"Romance, Comedy, School Life, Web Comic"
Doku wo Kurawaba ai Made,"Romance, Mafia, Drama"
Darkest Corners of the Heart,"Psychological, Philosophical, Horror, Mystery"
Miu-chan's No.1!,"Oneshot, Animals, Comedy, School Life, Slice of Life"
First Love With Me Again,"Romance, Comedy, Reverse Harem, Drama, Slice of Life"
The cruelty of breaking off our engagement will be returned to you from the brothel,"Historical, Romance, Comedy, Fantasy, Adaptation"
BDSM Boys,"Romance, Boys' Love, Self-Published, Slice of Life, Full Color"
The Great Villainous Boy - Twitter Side Stories,"Comedy, Superhero, Web Comic"
Spirit Master Who is Thought to Be Hiding His True Ability is Actually Always Fighting Very Seriously,"Action, Comedy, Martial Arts, Adventure, Harem, School Life, Fantasy, Adaptation"
Yawara!,"Award Winning, Romance, Comedy, Sports, Martial Arts, School Life"
Hollow Portrait,"Psychological, Boys' Love, Incest, Crime, Sexual Violence, Horror, Web Comic"
The Gyaru with Cravings Next to Me,"Romance, Comedy, School Life, Web Comic, Slice of Life, Gyaru"
Cosmic!,"Oneshot, Romance, Girls' Love, Doujinshi"
Yurimm Fairy Tales,"Historical, Comedy, Girls' Love, Harem, Fantasy"
Lily,"Long Strip, Comedy, Girls' Love, Drama, School Life, Full Color"
"I've Become a Holy Knight, but the Commander's Breasts are Too Amazing to Cleanse My Soul","Action, Demons, Romance, Comedy, Sexual Violence, Harem, School Life, Fantasy, Adaptation"
Gluttonous Romance,"Long Strip, Romance, Full Color"
Love is too Heavy for Obsessive Idol Sex,"Romance, School Life, Slice of Life"
Love of Kill,"Action, Psychological, Romance, Crime, Gore, Drama, Police, Mystery"
"The Demon King who Flirting With the Female Heroes as a Joke, was Kidnapped and Forced Into a Newlywed Life","Romance, Comedy, Harem, Fantasy"
The Exiled First-Born of the Noble House,"Action, Adventure, Magic, Drama, Fantasy, Adaptation"
Valkyrie Alpha,"Oneshot, Sci-Fi, Genderswap, Action, Long Strip, Fantasy, Supernatural, Adaptation, Full Color"
You've Lost Ritsuka Fujimaru,"Sci-Fi, Comedy, Fantasy, Supernatural, Adaptation"
Shirley Madison,"Historical, Comedy, Slice of Life, Cooking, Music"
The Rose-Colored Promise,"Historical, Romance, Comedy, Drama, Mystery"
I Am a Smartphone and Next to Me Is a Phonecase,"Long Strip, Comedy, Boys' Love, Web Comic, Slice of Life, Full Color"
A stuffy guy's life,"Comedy, Full Color"
Cosmic Princess Kaguya! Collection #2,"Romance, Girls' Love, Doujinshi"
The Invincible Assassin Mage Journeys with the Final Boss Girl.,"Action, Adventure, Drama, Fantasy, Adaptation"
The Strongest Love with Kurogane-kun,"Romance, Comedy, School Life, Slice of Life"
Office North Star,"Office Workers, Drama, Slice of Life"
Call Me a Lesser Panda,"Animals, Long Strip, Web Comic, Slice of Life, Full Color"
My Darling Daughter Is the Villainess,"Reincarnation, Video Games, Magic, Isekai, Drama, Fantasy, Villainess, Slice of Life, Adaptation"
The Patron of Villains,"Reincarnation, Monsters, Action, Long Strip, Comedy, Adventure, Magic, Isekai, Drama, Fantasy, Adaptation, Full Color"
A Guy Like You,"Long Strip, Romance, Boys' Love, Drama, Supernatural, Mystery"
Love Begins Again in Kowloon,"Romance, Fantasy, Supernatural"
I Want to Be Cucked!!!,Comedy
"One Day, Tentacles Appeared","Romance, Comedy, Boys' Love, Drama, Fantasy, Adaptation"
Hoiho Hoihoiho,"Comedy, Slice of Life, Supernatural"
Will the Future Ever Come,"Drama, Slice of Life"
Senyuu WEB,"Comedy, Adventure, Fantasy, Web Comic"
"""Heh heh heh....... He is the Weakest of the Four Heavenly Kings."" I was Dismissed From My Job, but Somehow I Became the Master of a Hero and a Priestess","Monsters, Demons, Comedy, Adventure, Magic, Fantasy, Adaptation"
Touhou & Dragon Ball - EAST VEGETA (Doujinshi),"Action, Martial Arts, Magic, Doujinshi, Fantasy, Web Comic"
Paranoia Eve,"Historical, Boys' Love, Drama"
Smashtoon,"Action, Comedy, Adventure, Video Games, Fantasy, Web Comic, Full Color"
"Trapped in a Dating Sim: Otome Games are Tough for Us, Too!","Reincarnation, Sci-Fi, Action, Romance, Comedy, Mecha, Adventure, Magic, Isekai, School Life, Fantasy, Delinquents, Slice of Life, Adaptation, Tragedy"
The Aesthetics of Displeasure,"Long Strip, Boys' Love, Drama, Web Comic, Full Color"
Shuuchaku Kono onna kara nigerarenai,"Psychological, Romance, Drama"
Your Hand from the Other Side,"Romance, Boys' Love, Drama, Slice of Life, Mystery"
Magia Record: Puella Magi Madoka★Magica Side Story,"Magical Girls, Supernatural, Mystery, Adaptation"
Lunatic Terrapop,"Sci-Fi, Action, Aliens"
Silver Lining,"Long Strip, Romance, Drama, School Life, Slice of Life, Full Color"
VAMPXIA,"Drama, Supernatural"
Canvas 2 ~Rainbow colored sketch~,"Romance, Comedy, Harem, Drama"
A Boyfriend Who's Come to Like Crossdressing and His Girlfriend Who Set Him up for It,"Oneshot, Romance, Crossdressing, Web Comic"
Ore wa Gakuen Zunou Battle no Enshutsuka!: Jishou Mobu ga Kage kara Egaku Saikyou Shujinkou Musou Scenario,"Action, Psychological, Comedy, Video Games, School Life, Adaptation"
Most of My Memories,"Oneshot, Girls' Love, Doujinshi, Drama"
Welcome to Ghost Mansion,"Action, Ghosts, Comedy, Delinquents, Monster Girls, Slice of Life, Supernatural"
Food Hell,"Psychological, Survival, Doujinshi, Gore, Drama, Horror, Web Comic"
TORIKO,"Thriller, Monsters, Action, Animals, Comedy, Adventure, Gore, Drama, Fantasy, Slice of Life, Cooking, Supernatural, Mystery"
A Love Like That,"Oneshot, Romance, Comedy, Drama, School Life, Supernatural"
A Gatherer's Adventure in Isekai,"Monsters, Animals, Comedy, Adventure, Magic, Isekai, Fantasy, Monster Girls, Adaptation"
Bulge of the War Planet,"Action, Comedy, Adventure, Drama, Fantasy"
Legend of the Hungry Wolves,"Thriller, Monsters, Action, Psychological, Animals, Survival, Sports, Martial Arts, Philosophical, Gore, Drama, Tragedy"
Shrink ~Psychiatrist Yowai~,"Psychological, Sexual Violence, Medical, Slice of Life"
Onee-chan's Personality Changes When She Plays Games,"Romance, Comedy, Video Games, Harem, Slice of Life"
"Even Though I was the Cannon Fodder Character, The People Buzzing when I did Role Play as Protagonist.","Reincarnation, Comedy, Video Games, Magic, Isekai, Fantasy, Adaptation"
The Monster Duchess and the Contract Princess,"Long Strip, Romance, Magic, Drama, Fantasy, Slice of Life, Adaptation, Full Color"
Villainess Level 99: I May Be the Hidden Boss but I’m Not the Demon Lord,"Reincarnation, Monsters, Action, Demons, Romance, Comedy, Video Games, Magic, Isekai, School Life, Fantasy, Villainess, Adaptation"
Saint Seiya - The Lost Canvas - The Myth of Hades - Gaiden,"Time Travel, Action, Adventure, Fantasy, Supernatural"
Two Bulls,
Cheat Mode Farming in Another World,"Loli, Demons, Romance, Comedy, Adventure, Sexual Violence, Harem, Isekai, Fantasy, Vampires, Monster Girls, Cooking, Adaptation"
Anyone Who Doesn’t Choose Their Childhood Friend Is Scum!,"Romance, Comedy, Reverse Harem, Girls' Love, Harem, Doujinshi, School Life, Web Comic"
Defying Expectations with Gravity Magic to Be Unparalleled,"Reincarnation, Monsters, Action, Magic, Isekai, Fantasy, Adaptation"
Adashino Kishokan,"Gore, Drama, Supernatural, Mystery"
Psychic Students and a Lazy Teacher,"Action, Comedy, School Life, Supernatural"
The Faraway Paladin,"Reincarnation, Action, Adventure, Magic, Isekai, Drama, Fantasy, Adaptation"
My Blade Will Lead the Way! Abandoned in a Labyrinth as a Directionally Challenged S-Rank Swordsman,"Monsters, Action, Comedy, Adventure, Gore, Fantasy, Adaptation"
Room 999,"Drama, Supernatural, Mystery"
An Observation Log of My Fiancée Who Calls Herself a Villainess,"Reincarnation, Romance, Comedy, Magic, Isekai, School Life, Fantasy, Villainess, Slice of Life, Adaptation"
The Tutorial Before My Reincarnation Made Me the Strongest in Another World,"Reincarnation, Monsters, Action, Animals, Comedy, Survival, Adventure, Magic, Isekai, Drama, Fantasy, Monster Girls, Supernatural, Adaptation"
Love My Boss [Wife],"Girls' Love, Full Color"
I Somehow Got Strong by Raising Skills Related to Farming,"Action, Romance, Comedy, Adventure, Harem, Fantasy, Slice of Life, Adaptation, Tragedy"
See You Again Tomorrow,"Romance, Boys' Love, Office Workers, Web Comic, Slice of Life"
I'll Devote Everything to the Crimson Magician,"Romance, Magic, Drama, Fantasy, Slice of Life, Cooking, Mystery, Adaptation"
"My Classmate, Maejima, Is Really Cute","Oneshot, Long Strip, Romance, Comedy, School Life, Web Comic, Slice of Life"
NOMADS,"Sci-Fi, Adventure, Post-Apocalyptic, Drama, Aliens, Mystery, Adaptation, Full Color"
The Conqueror From a Dying Kingdom,"Reincarnation, Action, Isekai, Drama, Fantasy, Adaptation"
Country of Dolls,"Sci-Fi, Action, Romance, Adventure"
Time-Limited Genius Dark Knight,"Reincarnation, Action, Demons, Long Strip, Martial Arts, Video Games, Magic, Isekai, Fantasy, Adaptation, Full Color"
Only I Farm in the Dungeon,"Monsters, Action, Animals, Long Strip, Comedy, Survival, Adventure, Magic, Isekai, Drama, Fantasy, Monster Girls, Slice of Life, Cooking, Adaptation, Full Color"
A Strange Story About Cupid,"Oneshot, Romance, Comedy, Supernatural"
Miss Savage Fang: The Strongest Mercenary in History Is Reincarnated as an Unstoppable Noblewoman,"Reincarnation, Genderswap, Action, Romance, Comedy, Crossdressing, Magic, Drama, School Life, Fantasy, Adaptation"
Inazuma Eleven Special,"Action, Sports, Aliens"
Once-Divorced Fox & Travel Meals,"Animals, Survival, Adventure, Fantasy, Web Comic, Slice of Life, Cooking"
Daddy is Always Working,"Comedy, 4-Koma, Slice of Life"
An Evil Dragon That was Sealed Away for 3000 Years Became My Friend,"Romance, Comedy, Fantasy, Monster Girls, Slice of Life"
Mayaka-neesan Cannot Lie,"Romance, Comedy, Slice of Life"
Doggo Wife & Househusband,"Romance, Monster Girls, Web Comic"
Double,"Award Winning, Psychological, Drama, Slice of Life"
A Necromancer Who Was Kicked out of a Heroic Party Becomes a Lich and Leads a Life of Research That He Loves in the Demon Lord's Army,"Comedy, Fantasy, Slice of Life, Supernatural, Adaptation"
Tower of Campanella,"Psychological, Girls' Love, Drama, Mystery, Tragedy"
"Chiriko Senpai is Accumulating ""That"".","Romance, Comedy, School Life"
Angel Beats! - Heaven's Door,"Action, Psychological, Comedy, Drama, School Life, Supernatural, Tragedy"
Illicitly Yours,"Long Strip, Romance, Comedy, Boys' Love, Self-Published, Web Comic, Full Color"
Not a single little lie,"Romance, Comedy, Boys' Love, Drama, School Life"
Choose Only Me!,"Romance, Comedy, Boys' Love, Office Workers, Web Comic"
Blow that Flute! Jaguar,"Comedy, School Life, Slice of Life, Music"
What Lies At The End,"Psychological, Long Strip, Romance, Boys' Love, Drama, School Life, Web Comic, Slice of Life, Supernatural, Full Color"
"Senpai, Will You Hire Me as a Housemaid?","Psychological, Romance, Comedy, Drama, Slice of Life, Adaptation"
Vampire-san Wants Her (Man's) Blood Taken,"Romance, Comedy, School Life, Vampires, Slice of Life"
Anne Shirley,"Historical, Romance, Drama, Adaptation"
The Youngest Son Transports Into A Murim Clan,"Oneshot, Action, Long Strip, Survival, Martial Arts, Adventure, Wuxia, Supernatural, Mystery, Adaptation, Full Color"
The Life of Ichabod,"Genderswap, Action, Psychological, Crime, Mafia, Crossdressing, Philosophical, Gore, Drama, Police, Slice of Life, Mystery"
Frozen Apocalypse: No Chance of Survival,"Action, Long Strip, Survival, Post-Apocalyptic, Gore, Drama, Fantasy, Web Comic, Full Color"
Encores Are More Exciting Than Sex,"Romance, Boys' Love, Drama"
Heavenly Beads Master,"Action, Long Strip, Comedy, Martial Arts, Adventure, Harem, Adaptation, Full Color"
I Can’t Choose A Childhood Friend!,"Romance, Comedy, Harem, Fantasy, Supernatural"
I Will Leisurely Become a Healer in Another World,"Reincarnation, Monsters, Action, Romance, Comedy, Survival, Adventure, Magic, Military, Isekai, Fantasy, Supernatural, Adaptation"
The Sound of a Blink,"Thriller, Psychological, Philosophical, Gore, Drama, Horror, Slice of Life"
Skool of Street,"Long Strip, Romance, Drama, School Life, Web Comic, Music, Full Color"
Ayuuah,"Action, Adventure, Self-Published, Magic, Fantasy, Web Comic, Supernatural, Mystery"
"Innocent Girlfriend, Before and After Losing Her Virginity","Romance, Comedy, Web Comic"
Thrown Away Flowers Dance In Revenge,"Historical, Romance, Drama, Fantasy, Slice of Life"
Alice in the Alien World,"Psychological, Comedy, Sexual Violence, Gore, Drama, School Life, Aliens"
Xu Changshan and Xiang Yang,"Official Colored, Romance, Comedy, Boys' Love, Drama, Web Comic, Slice of Life"
A Gender Bug Occurred!?,"Genderswap, Comedy, Fantasy"
Girls Who Wanted to Be Chosen,"Oneshot, Romance, Drama, Web Comic"
Konosuba: God's Blessing on This Wonderful World!,"Reincarnation, Loli, Monsters, Action, Romance, Comedy, Adventure, Magic, Isekai, Fantasy, Slice of Life, Supernatural, Adaptation"
LESSA Season 1,"Action, Long Strip, Comedy, Adventure, Drama, Fantasy, Web Comic, Supernatural, Mystery, Full Color"
Girls und Panzer - Shishunkina Oshida-kun to Andō-kun no manga (Doujinshi),"Romance, Comedy, Girls' Love, Doujinshi, School Life, Slice of Life"
Sore o Taberu nante Tondemonai,"Oneshot, Doujinshi"
Jigoro!,"Comedy, Martial Arts, Slice of Life"
Pale Horse,"Historical, Long Strip, Romance, Supernatural, Tragedy"
Sense Zero,"Romance, Comedy, Drama"
Yamagata's First Love,"Oneshot, Romance, Drama, School Life, Web Comic"
Axioma Vetiti,"Monsters, Action, Demons, Self-Published, Philosophical, Gore, Horror, Fantasy, Supernatural"
The Stars Sing,"Psychological, Romance, Drama, School Life, Slice of Life, Tragedy"
"The Elegant Life of the Exiled Hero: When I Became Free, I Also Gained My Beloved Angel!","Romance, Comedy, Adventure, Harem, Fantasy, Adaptation"
Mobile Fighter G Gundam Side Story: Tower of Death,"Oneshot, Action, Mecha, Martial Arts"
The Story of a Kouhai Who Flirts with Me as a Self-Proclaimed Girlfriend,"Oneshot, Romance, Comedy, School Life, Web Comic, Gyaru"
Boys Gilding the Lily Shall Die!?,"Romance, Girls' Love, Drama, School Life, Music"
Moyuru Haru ni Deiau Bokura,"Romance, Comedy, Boys' Love, School Life"
Black Jack Alive,"Oneshot, Thriller, Action, Comedy, Anthology, Adventure, Gore, Drama, Medical, Slice of Life"
Learning to Soar,"Oneshot, Comedy, Drama, Fantasy, Monster Girls"
I'm the Great Immortal,"Reincarnation, Time Travel, Action, Demons, Long Strip, Martial Arts, Harem, Wuxia, Isekai, Fantasy, Web Comic, Supernatural, Full Color"
Cure By Tissue,"Oneshot, Psychological, Long Strip, Drama, School Life, Web Comic, Full Color"
Girl's Cage,"School Life, Horror, Mystery"
"Being Low as Dirt, Taking What's Important From Me","Comedy, School Life, Slice of Life, Supernatural, Adaptation"
Kyuuketsuki Sugu Shinu dj - Let's Ask The Mirror,"Boys' Love, Doujinshi, Vampires"
Aoi-kun's Dirty Stories Are Irresistible!!,"Comedy, Boys' Love, Office Workers, Web Comic, Slice of Life"
The Dreaming Boy is a Realist,"Romance, Comedy, Harem, School Life, Slice of Life, Adaptation"
Travel Gal! A Cross-Japan Bike Travelog,"Sports, Adventure, Slice of Life, Gyaru"
Happiness Upon You,"Oneshot, Reincarnation, Drama, Web Comic, Supernatural"
Gakumon! The Werewolf Girl Won't Lose Heart,"Comedy, Crossdressing, School Life, Fantasy"
Bakuman.,"Psychological, Romance, Comedy, Adventure, Office Workers, Philosophical, Drama, School Life, Slice of Life, Tragedy"
N Years Later: Roka→Iroha,"Oneshot, Romance, Girls' Love, Doujinshi"
Yuichi and Taichi,"Oneshot, Romance, Anthology, Sexual Violence"
We're Actually Even Happier,"Oneshot, Girls' Love, Doujinshi"
Common Sense of a Duke's Daughter,"Reincarnation, Romance, Video Games, Isekai, Drama, Fantasy, Villainess, Slice of Life, Adaptation"
Slayers Premium,"Monsters, Action, Demons, Comedy, Adventure, Magic, Adaptation"
Trinity Seven,"Action, Demons, Romance, Comedy, Harem, Drama, School Life, Supernatural"
Kamikaze Kaitou Jeanne - Tenshi to Yakusoku no Rondo (Doujinshi),"Romance, Doujinshi"
Gap Monsters,"Ghosts, Horror, Supernatural, Tragedy"
Book and Needle,"Psychological, Boys' Love"
Fight Suguru-kun!,"Romance, Boys' Love, Slice of Life"
